Figure,Panel,Repetition,Seed,Size,Method,Epsilon,Accuracy,Unfairness,ReferenceAccuracy,ReferenceUnfairness,RuntimeSeconds,ExcessRisk,UnfairnessDifference
10,TrainingSize,1,11777,500,Our Eps-Fair,0.1,0.7385,0.11255451299061692,0.8965,0.10345043105387948,,0.15799999999999992,0.009104081936737438
10,TrainingSize,1,11777,500,Our Eps-Fair,0.15,0.76825,0.15997343976095785,0.962,0.15498839489555405,,0.19374999999999998,0.004985044865403798
10,TrainingSize,1,11777,600,Unfair,,0.785,0.18143813294319647,0.97275,0.17302755724801522,,0.18774999999999997,0.00841057569518125
10,TrainingSize,1,11777,600,Our Eps-Fair,0.0,0.649,0.024373719363474267,0.74525,0.04104986944882508,,0.09624999999999995,-0.01667615008535081
10,TrainingSize,1,11777,600,Our Eps-Fair,0.05,0.6985,0.048404935644420805,0.82725,0.0580445224007016,,0.12875000000000003,-0.009639586756280794
10,TrainingSize,1,11777,600,Our Eps-Fair,0.1,0.74425,0.10892798035182315,0.8965,0.10345043105387948,,0.15225,0.005477549297943668
10,TrainingSize,1,11777,600,Our Eps-Fair,0.15,0.77725,0.15796442167979513,0.962,0.15498839489555405,,0.18474999999999997,0.0029760267842410815
10,TrainingSize,1,11777,700,Unfair,,0.79675,0.19791578124203116,0.97275,0.17302755724801522,,0.17600000000000005,0.02488822399401594
10,TrainingSize,1,11777,700,Our Eps-Fair,0.0,0.66625,0.024866223796014164,0.74525,0.04104986944882508,,0.07899999999999996,-0.016183645652810913
10,TrainingSize,1,11777,700,Our Eps-Fair,0.05,0.71725,0.05806752260770345,0.82725,0.0580445224007016,,0.10999999999999999,2.3000207001855344e-05
10,TrainingSize,1,11777,700,Our Eps-Fair,0.1,0.757,0.11206500858507726,0.8965,0.10345043105387948,,0.13949999999999996,0.008614577531197778
10,TrainingSize,1,11777,700,Our Eps-Fair,0.15,0.7855,0.15752191769725926,0.962,0.15498839489555405,,0.1765,0.0025335228017052125
10,TrainingSize,1,11777,800,Unfair,,0.8055,0.19140822267400406,0.97275,0.17302755724801522,,0.16725,0.018380665425988846
10,TrainingSize,1,11777,800,Our Eps-Fair,0.0,0.67625,0.020713686423177807,0.74525,0.04104986944882508,,0.06899999999999995,-0.02033618302564727
10,TrainingSize,1,11777,800,Our Eps-Fair,0.05,0.72675,0.059028531256781314,0.82725,0.0580445224007016,,0.10050000000000003,0.0009840088560797156
10,TrainingSize,1,11777,800,Our Eps-Fair,0.1,0.766,0.111444503000527,0.8965,0.10345043105387948,,0.13049999999999995,0.007994071946647516
10,TrainingSize,1,11777,800,Our Eps-Fair,0.15,0.79725,0.162456962112659,0.962,0.15498839489555405,,0.16474999999999995,0.007468567217104954
10,TrainingSize,1,11777,900,Unfair,,0.81825,0.20254132287190585,0.97275,0.17302755724801522,,0.15449999999999997,0.02951376562389063
10,TrainingSize,1,11777,900,Our Eps-Fair,0.0,0.684,0.019179172612553502,0.74525,0.04104986944882508,,0.061249999999999916,-0.021870696836271575
10,TrainingSize,1,11777,900,Our Eps-Fair,0.05,0.73775,0.055834502510522604,0.82725,0.0580445224007016,,0.08950000000000002,-0.0022100198901789936
10,TrainingSize,1,11777,900,Our Eps-Fair,0.1,0.78025,0.11205000845007605,0.8965,0.10345043105387948,,0.11624999999999996,0.008599577396196573
10,TrainingSize,1,11777,900,Our Eps-Fair,0.15,0.81125,0.15693141238271147,0.962,0.15498839489555405,,0.15074999999999994,0.0019430174871574168
10,TrainingSize,1,11777,1000,Unfair,,0.82275,0.1940307462767165,0.97275,0.17302755724801522,,0.15000000000000002,0.02100318902870127
10,TrainingSize,1,11777,1000,Our Eps-Fair,0.0,0.69225,0.020701686315176826,0.74525,0.04104986944882508,,0.052999999999999936,-0.02034818313364825
10,TrainingSize,1,11777,1000,Our Eps-Fair,0.05,0.7465,0.06510958598627388,0.82725,0.0580445224007016,,0.08074999999999999,0.0070650635855722815
10,TrainingSize,1,11777,1000,Our Eps-Fair,0.1,0.785,0.10937848440635965,0.8965,0.10345043105387948,,0.11149999999999993,0.005928053352480173
10,TrainingSize,1,11777,1000,Our Eps-Fair,0.15,0.81475,0.16094344849103642,0.962,0.15498839489555405,,0.14725,0.0059550535954823736
10,TrainingSize,1,11777,1100,Unfair,,0.8305,0.19292773634962718,0.97275,0.17302755724801522,,0.14225,0.01990017910161196
10,TrainingSize,1,11777,1100,Our Eps-Fair,0.0,0.7065,0.018665667991011936,0.74525,0.04104986944882508,,0.03874999999999995,-0.02238420145781314
10,TrainingSize,1,11777,1100,Our Eps-Fair,0.05,0.753,0.05748001732015587,0.82725,0.0580445224007016,,0.07425000000000004,-0.0005645050805457297
10,TrainingSize,1,11777,1100,Our Eps-Fair,0.1,0.79175,0.10998498986490879,0.8965,0.10345043105387948,,0.10475000000000001,0.006534558811029309
10,TrainingSize,1,11777,1100,Our Eps-Fair,0.15,0.82025,0.15649290843617591,0.962,0.15498839489555405,,0.14174999999999993,0.0015045135406218657
10,TrainingSize,1,11777,1200,Unfair,,0.8315,0.1958827629448665,0.97275,0.17302755724801522,,0.14125,0.02285520569685129
10,TrainingSize,1,11777,1200,Our Eps-Fair,0.0,0.69625,0.03123928115353039,0.74525,0.04104986944882508,,0.04899999999999993,-0.009810588295294687
10,TrainingSize,1,11777,1200,Our Eps-Fair,0.05,0.745,0.06613359520235683,0.82725,0.0580445224007016,,0.08225000000000005,0.008089072801655231
10,TrainingSize,1,11777,1200,Our Eps-Fair,0.1,0.7975,0.11202900826107434,0.8965,0.10345043105387948,,0.09899999999999998,0.008578577207194862
10,TrainingSize,1,11777,1200,Our Eps-Fair,0.15,0.82675,0.16000844007596066,0.962,0.15498839489555405,,0.13524999999999998,0.005020045180406607
10,TrainingSize,1,11777,1300,Unfair,,0.83525,0.19190972718754468,0.97275,0.17302755724801522,,0.13749999999999996,0.01888216993952946
10,TrainingSize,1,11777,1300,Our Eps-Fair,0.0,0.6945,0.0278812509312584,0.74525,0.04104986944882508,,0.05074999999999996,-0.013168618517566677
10,TrainingSize,1,11777,1300,Our Eps-Fair,0.05,0.75075,0.054455990103910945,0.82725,0.0580445224007016,,0.07650000000000001,-0.003588532296790653
10,TrainingSize,1,11777,1300,Our Eps-Fair,0.1,0.792,0.10947148524336718,0.8965,0.10345043105387948,,0.10449999999999993,0.006021054189487701
10,TrainingSize,1,11777,1300,Our Eps-Fair,0.15,0.832,0.16501748515736642,0.962,0.15498839489555405,,0.13,0.010029090261812368
10,TrainingSize,1,11777,1400,Unfair,,0.84,0.18853219678977112,0.97275,0.17302755724801522,,0.13275000000000003,0.015504639541755905
10,TrainingSize,1,11777,1400,Our Eps-Fair,0.0,0.696,0.018665667991011936,0.74525,0.04104986944882508,,0.049250000000000016,-0.02238420145781314
10,TrainingSize,1,11777,1400,Our Eps-Fair,0.05,0.75775,0.05498449486045376,0.82725,0.0580445224007016,,0.0695,-0.0030600275402478394
10,TrainingSize,1,11777,1400,Our Eps-Fair,0.1,0.80225,0.10949848548636937,0.8965,0.10345043105387948,,0.09424999999999994,0.006048054432489888
10,TrainingSize,1,11777,1400,Our Eps-Fair,0.15,0.8355,0.1635169716527449,0.962,0.15498839489555405,,0.12649999999999995,0.008528576757190848
10,TrainingSize,1,11777,1500,Unfair,,0.8475,0.18445916013244118,0.97275,0.17302755724801522,,0.12524999999999997,0.011431602884425962
10,TrainingSize,1,11777,1500,Our Eps-Fair,0.0,0.6955,0.030683776153985404,0.74525,0.04104986944882508,,0.04974999999999996,-0.010366093294839673
10,TrainingSize,1,11777,1500,Our Eps-Fair,0.05,0.7525,0.059459035131316174,0.82725,0.0580445224007016,,0.0747500000000001,0.0014145127306145755
10,TrainingSize,1,11777,1500,Our Eps-Fair,0.1,0.7985,0.1120470084230758,0.8965,0.10345043105387948,,0.09799999999999998,0.00859657736919632
10,TrainingSize,1,11777,1500,Our Eps-Fair,0.15,0.83625,0.16401747615728543,0.962,0.15498839489555405,,0.12574999999999992,0.009029081261731381
10,TrainingSize,1,11777,1600,Unfair,,0.8475,0.18594267348406138,0.97275,0.17302755724801522,,0.12524999999999997,0.012915116236046159
10,TrainingSize,1,11777,1600,Our Eps-Fair,0.0,0.69875,0.017131154180387603,0.74525,0.04104986944882508,,0.046499999999999986,-0.023918715268437474
10,TrainingSize,1,11777,1600,Our Eps-Fair,0.05,0.75925,0.05511249601246411,0.82725,0.0580445224007016,,0.06800000000000006,-0.002932026388237488
10,TrainingSize,1,11777,1600,Our Eps-Fair,0.1,0.81325,0.11151550363953276,0.8965,0.10345043105387948,,0.08324999999999994,0.008065072585653282
10,TrainingSize,1,11777,1600,Our Eps-Fair,0.15,0.84325,0.16397947581528233,0.962,0.15498839489555405,,0.11874999999999991,0.008991080919728278
10,TrainingSize,1,11777,1700,Unfair,,0.856,0.1925592330330973,0.97275,0.17302755724801522,,0.11675000000000002,0.01953167578508208
10,TrainingSize,1,11777,1700,Our Eps-Fair,0.0,0.7015,0.021641694775252962,0.74525,0.04104986944882508,,0.043749999999999956,-0.019408174673572115
10,TrainingSize,1,11777,1700,Our Eps-Fair,0.05,0.76075,0.05286447578028203,0.82725,0.0580445224007016,,0.0665,-0.0051800466204195705
10,TrainingSize,1,11777,1700,Our Eps-Fair,0.1,0.81175,0.10751546763920874,0.8965,0.10345043105387948,,0.08474999999999999,0.004065036585329265
10,TrainingSize,1,11777,1700,Our Eps-Fair,0.15,0.8445,0.162456962112659,0.962,0.15498839489555405,,0.11749999999999994,0.007468567217104954
10,TrainingSize,1,11777,1800,Unfair,,0.8535,0.1960637645738812,0.97275,0.17302755724801522,,0.11924999999999997,0.023036207325865976
10,TrainingSize,1,11777,1800,Our Eps-Fair,0.0,0.69775,0.02914926234336107,0.74525,0.04104986944882508,,0.04749999999999999,-0.011900607105464006
10,TrainingSize,1,11777,1800,Our Eps-Fair,0.05,0.757,0.05014845133606201,0.82725,0.0580445224007016,,0.07025000000000003,-0.00789607106463959
10,TrainingSize,1,11777,1800,Our Eps-Fair,0.1,0.81025,0.11091299821698394,0.8965,0.10345043105387948,,0.08624999999999994,0.007462567163104464
10,TrainingSize,1,11777,1800,Our Eps-Fair,0.15,0.8415,0.16297946681520134,0.962,0.15498839489555405,,0.12049999999999994,0.007991071919647291
10,TrainingSize,1,11777,1900,Unfair,,0.85975,0.19558626027634246,0.97275,0.17302755724801522,,0.11299999999999999,0.022558703028327243
10,TrainingSize,1,11777,1900,Our Eps-Fair,0.0,0.70575,0.019406674660071954,0.74525,0.04104986944882508,,0.03949999999999998,-0.021643194788753123
10,TrainingSize,1,11777,1900,Our Eps-Fair,0.05,0.76725,0.062318060862547764,0.82725,0.0580445224007016,,0.06000000000000005,0.004273538461846166
10,TrainingSize,1,11777,1900,Our Eps-Fair,0.1,0.8185,0.10437843940595463,0.8965,0.10345043105387948,,0.07799999999999996,0.0009280083520751548
10,TrainingSize,1,11777,1900,Our Eps-Fair,0.15,0.85125,0.16696150265352389,0.962,0.15498839489555405,,0.11075000000000002,0.011973107757969836
10,TrainingSize,1,11777,2000,Unfair,,0.863,0.19105771951947567,0.97275,0.17302755724801522,,0.10975000000000001,0.018030162271460454
10,TrainingSize,1,11777,2000,Our Eps-Fair,0.0,0.70475,0.01658464926184336,0.74525,0.04104986944882508,,0.04049999999999998,-0.024465220186981718
10,TrainingSize,1,11777,2000,Our Eps-Fair,0.05,0.7725,0.055323997915981235,0.82725,0.0580445224007016,,0.054750000000000076,-0.002720524484720363
10,TrainingSize,1,11777,2000,Our Eps-Fair,0.1,0.81725,0.10737546637919741,0.8965,0.10345043105387948,,0.07924999999999993,0.003925035325317933
10,TrainingSize,1,11777,2000,Our Eps-Fair,0.15,0.852,0.1579704217337956,0.962,0.15498839489555405,,0.10999999999999999,0.0029820268382415582
10,PoolSize,1,11777,20,Our Eps-Fair,0.0,0.8105,0.1804331238981151,0.74525,0.04104986944882508,,-0.06525000000000003,0.13938325444929003
10,PoolSize,1,11777,20,Our Eps-Fair,0.05,0.834,0.17445407008663077,0.82725,0.0580445224007016,,-0.006749999999999923,0.11640954768592918
10,PoolSize,1,11777,20,Our Eps-Fair,0.1,0.8495,0.18699168292514634,0.8965,0.10345043105387948,,0.04699999999999993,0.08354125187126686
10,PoolSize,1,11777,20,Our Eps-Fair,0.15,0.859,0.19250823257409316,0.962,0.15498839489555405,,0.10299999999999998,0.037519837678539114
10,PoolSize,1,11777,40,Our Eps-Fair,0.0,0.74125,0.16105344948104533,0.74525,0.04104986944882508,,0.0040000000000000036,0.12000358003222025
10,PoolSize,1,11777,40,Our Eps-Fair,0.05,0.8,0.16604149437344937,0.82725,0.0580445224007016,,0.027249999999999996,0.10799697197274777
10,PoolSize,1,11777,40,Our Eps-Fair,0.1,0.81175,0.16553998985990875,0.8965,0.10345043105387948,,0.08474999999999999,0.062089558806029274
10,PoolSize,1,11777,40,Our Eps-Fair,0.15,0.8375,0.1704510340593065,0.962,0.15498839489555405,,0.12449999999999994,0.015462639163752456
10,PoolSize,1,11777,60,Our Eps-Fair,0.0,0.773,0.1148530336773031,0.74525,0.04104986944882508,,-0.027750000000000052,0.07380316422847802
10,PoolSize,1,11777,60,Our Eps-Fair,0.05,0.79725,0.15504739542655882,0.82725,0.0580445224007016,,0.030000000000000027,0.09700287302585722
10,PoolSize,1,11777,60,Our Eps-Fair,0.1,0.835,0.1710185391668525,0.8965,0.10345043105387948,,0.0615,0.06756810811297302
10,PoolSize,1,11777,60,Our Eps-Fair,0.15,0.8405,0.18053512481612333,0.962,0.15498839489555405,,0.12149999999999994,0.025546729920569278
10,PoolSize,1,11777,80,Our Eps-Fair,0.0,0.70975,0.040172861555754,0.74525,0.04104986944882508,,0.035499999999999976,-0.0008770078930710745
10,PoolSize,1,11777,80,Our Eps-Fair,0.05,0.7595,0.11335752021768196,0.82725,0.0580445224007016,,0.06775000000000009,0.05531299781698036
10,PoolSize,1,11777,80,Our Eps-Fair,0.1,0.82275,0.1729465565190087,0.8965,0.10345043105387948,,0.07374999999999998,0.06949612546512922
10,PoolSize,1,11777,80,Our Eps-Fair,0.15,0.85125,0.18849019641176767,0.962,0.15498839489555405,,0.11075000000000002,0.033501801516213625
10,PoolSize,1,11777,100,Our Eps-Fair,0.0,0.69775,0.07599068391615524,0.74525,0.04104986944882508,,0.04749999999999999,0.03494081446733016
10,PoolSize,1,11777,100,Our Eps-Fair,0.05,0.75975,0.12967466707200365,0.82725,0.0580445224007016,,0.0675,0.07163014467130205
10,PoolSize,1,11777,100,Our Eps-Fair,0.1,0.797,0.17513757623818615,0.8965,0.10345043105387948,,0.09949999999999992,0.07168714518430667
10,PoolSize,1,11777,100,Our Eps-Fair,0.15,0.8295,0.17752309770787936,0.962,0.15498839489555405,,0.13249999999999995,0.022534702812325308
10,PoolSize,1,11777,120,Our Eps-Fair,0.0,0.7145,0.06599359394234547,0.74525,0.04104986944882508,,0.030749999999999944,0.02494372449352039
10,PoolSize,1,11777,120,Our Eps-Fair,0.05,0.751,0.13417920761286853,0.82725,0.0580445224007016,,0.07625000000000004,0.07613468521216693
10,PoolSize,1,11777,120,Our Eps-Fair,0.1,0.813,0.18112263010367094,0.8965,0.10345043105387948,,0.08350000000000002,0.07767219904979146
10,PoolSize,1,11777,120,Our Eps-Fair,0.15,0.829,0.181024629221663,0.962,0.15498839489555405,,0.133,0.026036234326108965
10,PoolSize,1,11777,140,Our Eps-Fair,0.0,0.6905,0.07415816742350678,0.74525,0.04104986944882508,,0.054749999999999965,0.033108297974681705
10,PoolSize,1,11777,140,Our Eps-Fair,0.05,0.74275,0.13468071212640914,0.82725,0.0580445224007016,,0.08450000000000002,0.07663618972570754
10,PoolSize,1,11777,140,Our Eps-Fair,0.1,0.80575,0.1821256391307522,0.8965,0.10345043105387948,,0.09075,0.07867520807687271
10,PoolSize,1,11777,140,Our Eps-Fair,0.15,0.8345,0.17952911576204186,0.962,0.15498839489555405,,0.12749999999999995,0.024540720866487814
10,PoolSize,1,11777,160,Our Eps-Fair,0.0,0.68025,0.07342916086244777,0.74525,0.04104986944882508,,0.06499999999999995,0.032379291413622696
10,PoolSize,1,11777,160,Our Eps-Fair,0.05,0.72325,0.17165704491340422,0.82725,0.0580445224007016,,0.10400000000000009,0.11361252251270262
10,PoolSize,1,11777,160,Our Eps-Fair,0.1,0.763,0.20561535053815488,0.8965,0.10345043105387948,,0.13349999999999995,0.1021649194842754
10,PoolSize,1,11777,160,Our Eps-Fair,0.15,0.82425,0.19660626945642512,0.962,0.15498839489555405,,0.13774999999999993,0.04161787456087107
10,PoolSize,1,11777,180,Our Eps-Fair,0.0,0.668,0.1037504337539038,0.74525,0.04104986944882508,,0.07724999999999993,0.06270056430507873
10,PoolSize,1,11777,180,Our Eps-Fair,0.05,0.71625,0.09219082971746745,0.82725,0.0580445224007016,,0.11099999999999999,0.03414630731676585
10,PoolSize,1,11777,180,Our Eps-Fair,0.1,0.78925,0.19612276510488594,0.8965,0.10345043105387948,,0.10724999999999996,0.09267233405100646
10,PoolSize,1,11777,180,Our Eps-Fair,0.15,0.8305,0.18511066599599396,0.962,0.15498839489555405,,0.13149999999999995,0.030122271100439912
10,PoolSize,1,11777,200,Our Eps-Fair,0.0,0.69925,0.06825411428702857,0.74525,0.04104986944882508,,0.04599999999999993,0.027204244838203495
10,PoolSize,1,11777,200,Our Eps-Fair,0.05,0.725,0.11068049612446512,0.82725,0.0580445224007016,,0.10225000000000006,0.052635973723763524
10,PoolSize,1,11777,200,Our Eps-Fair,0.1,0.79775,0.17214354929194364,0.8965,0.10345043105387948,,0.09875,0.06869311823806416
10,PoolSize,1,11777,200,Our Eps-Fair,0.15,0.82475,0.18062112559013033,0.962,0.15498839489555405,,0.13724999999999998,0.025632730694576278
10,PoolSize,1,11777,220,Our Eps-Fair,0.0,0.699,0.06626009634086708,0.74525,0.04104986944882508,,0.04625000000000001,0.025210226892041998
10,PoolSize,1,11777,220,Our Eps-Fair,0.05,0.73075,0.13268369415324738,0.82725,0.0580445224007016,,0.09650000000000003,0.07463917175254578
10,PoolSize,1,11777,220,Our Eps-Fair,0.1,0.79925,0.19811678305104746,0.8965,0.10345043105387948,,0.09724999999999995,0.09466635199716798
10,PoolSize,1,11777,220,Our Eps-Fair,0.15,0.822,0.17762409861688755,0.962,0.15498839489555405,,0.14,0.0226357037213335
10,PoolSize,1,11777,240,Our Eps-Fair,0.0,0.6895,0.06127505147546328,0.74525,0.04104986944882508,,0.055749999999999966,0.0202251820266382
10,PoolSize,1,11777,240,Our Eps-Fair,0.05,0.7315,0.08869229823068406,0.82725,0.0580445224007016,,0.09575,0.03064777582998246
10,PoolSize,1,11777,240,Our Eps-Fair,0.1,0.78625,0.15915243237189133,0.8965,0.10345043105387948,,0.11024999999999996,0.055702001318011854
10,PoolSize,1,11777,240,Our Eps-Fair,0.15,0.822,0.18162113459021131,0.962,0.15498839489555405,,0.14,0.026632739694657265
10,PoolSize,1,11777,260,Our Eps-Fair,0.0,0.69175,0.05329597966381697,0.74525,0.04104986944882508,,0.05349999999999999,0.01224611021499189
10,PoolSize,1,11777,260,Our Eps-Fair,0.05,0.73775,0.13317919861278754,0.82725,0.0580445224007016,,0.08950000000000002,0.07513467621208594
10,PoolSize,1,11777,260,Our Eps-Fair,0.1,0.79175,0.19862128759158834,0.8965,0.10345043105387948,,0.10475000000000001,0.09517085653770886
10,PoolSize,1,11777,260,Our Eps-Fair,0.15,0.82925,0.2055853502681524,0.962,0.15498839489555405,,0.13274999999999992,0.05059695537259834
10,PoolSize,1,11777,280,Our Eps-Fair,0.0,0.681,0.07174414569731127,0.74525,0.04104986944882508,,0.06424999999999992,0.030694276248486196
10,PoolSize,1,11777,280,Our Eps-Fair,0.05,0.747,0.09867138804249237,0.82725,0.0580445224007016,,0.08025000000000004,0.04062686564179077
10,PoolSize,1,11777,280,Our Eps-Fair,0.1,0.80125,0.15464489180402624,0.8965,0.10345043105387948,,0.09524999999999995,0.05119446075014676
10,PoolSize,1,11777,280,Our Eps-Fair,0.15,0.835,0.2065823592412332,0.962,0.15498839489555405,,0.127,0.051593964345679144
10,PoolSize,1,11777,300,Our Eps-Fair,0.0,0.6805,0.07080713726423535,0.74525,0.04104986944882508,,0.06474999999999997,0.02975726781541027
10,PoolSize,1,11777,300,Our Eps-Fair,0.05,0.751,0.09866838801549213,0.82725,0.0580445224007016,,0.07625000000000004,0.04062386561479053
10,PoolSize,1,11777,300,Our Eps-Fair,0.1,0.805,0.14664481980337823,0.8965,0.10345043105387948,,0.09149999999999991,0.043194388749498755
10,PoolSize,1,11777,300,Our Eps-Fair,0.15,0.835,0.2025913233219099,0.962,0.15498839489555405,,0.127,0.047602928426355856
10,TrainingSize,2,21777,100,Unfair,,0.57125,0.26772766242153356,0.97525,0.19011415780274168,,0.4039999999999999,0.07761350461879188
10,TrainingSize,2,21777,100,Our Eps-Fair,0.0,0.496,0.02426869024929501,0.75225,0.023420613710387367,,0.25625,0.0008480765389076439
10,TrainingSize,2,21777,100,Our Eps-Fair,0.05,0.5335,0.06463733351935012,0.829,0.0727195629405554,,0.2955,-0.008082229421205275
10,TrainingSize,2,21777,100,Our Eps-Fair,0.1,0.5555,0.11659452265566966,0.9,0.118342430404344,,0.34450000000000003,-0.0017479077486743377
10,TrainingSize,2,21777,100,Our Eps-Fair,0.15,0.564,0.1426728762270795,0.966,0.17017885864199245,,0.402,-0.02750598241491295
10,TrainingSize,2,21777,200,Unfair,,0.66675,0.18052729258815609,0.97525,0.19011415780274168,,0.3085,-0.0095868652145856
10,TrainingSize,2,21777,200,Our Eps-Fair,0.0,0.587,0.017477077306226885,0.75225,0.023420613710387367,,0.16525,-0.005943536404160482
10,TrainingSize,2,21777,200,Our Eps-Fair,0.05,0.6255,0.06789137719679203,0.829,0.0727195629405554,,0.20350000000000001,-0.004828185743763369
